10	Virgül varsa her zaman non-defining midir ve anlam neden değişir?
10	Relative clause bilmeyen birine defining ve non-defining farkını öğret
10	defining mi non defining mi gerekli bilgi ekstra bilgi olayını anlat
10	Relative clauses seçerken en önemli ipuçları nelerdir?
10	Relative clauses arasındaki farkı yapı ve anlam açısından karşılaştır.
10	Relative clauses için ne zaman hangi seçeneği kullanmamak gerekir?
10	Sınav sorusunda Relative clauses arasında seçim yaparken hangi işaretlere bakmalıyım?
10	Türkçeden İngilizceye çevirirken Relative clauses seçimini nasıl yaparım?
10	Relative clauses için bana kısa bir karar mantığı ver; hangi durumda hangisine yönelmeliyim?
11	gerund ve infinitive ne zaman kullanılır?
11	Bir fiilden sonra gerund mu infinitive mi geleceğini nasıl anlarım?
11	-ing formunun isim gibi kullanımıyla to-infinitive kullanımını hangi durumlarda ayırmalıyım?
11	gerund infinitive farkı kısa
11	gerund vs infinitive after verbs Türkçe anlat
11	I enjoy reading ama I want to read neden; fiilden sonra -ing veya to infinitive seçimini nasıl yaparım?
11	Gerund her -ing kelimesi midir ve infinitive her zaman amaç mı anlatır?
11	Yeni başlayan birine fiillerden sonra gerund ve infinitive seçimini öğret
11	verbden sonra ing mi to mu gelecek bunu nasıl ezberlemeden anlayacam
11	Gerund vs Infinitive seçerken en önemli ipuçları nelerdir?
11	Gerund vs Infinitive arasındaki farkı yapı ve anlam açısından karşılaştır.
11	Gerund vs Infinitive için ne zaman hangi seçeneği kullanmamak gerekir?
11	Sınav sorusunda Gerund vs Infinitive arasında seçim yaparken hangi işaretlere bakmalıyım?
11	Türkçeden İngilizceye çevirirken Gerund vs Infinitive seçimini nasıl yaparım?
11	Gerund vs Infinitive için bana kısa bir karar mantığı ver; hangi durumda hangisine yönelmeliyim?
12	used to, be used to ve get used to arasındaki fark nedir?
12	Used to, be used to ve get used to'yu sürekli karıştırıyorum; tek tek ne anlama geliyor?
12	Geçmiş alışkanlığı, bir şeye alışkın olmayı ve bir şeye zamanla alışmayı bu üç yapıyla nasıl ayırırım?
12	used to be used to get used to kısa farkı
12	used to vs be used to vs get used to usage Türkçe anlat
12	Eskiden erken kalkardım, erken kalkmaya alışkınım ve erken kalkmaya zamanla alışıyorum cümlelerini hangi yapılarla kurarım?
12	Be used to geçmiş alışkanlık mı anlatır, get used to ile aynı mı?
12	Yeni başlayan birine used to be used to ve get used to farkını öğret
12	used tolar birbirine girdi eskiden alışkın olmak alışmaya başlamak nasıl ayrılıyor
12	Used-to family seçerken en önemli ipuçları nelerdir?
12	Used-to family arasındaki farkı yapı ve anlam açısından karşılaştır.
12	Used-to family için ne zaman hangi seçeneği kullanmamak gerekir?
12	Sınav sorusunda Used-to family arasında seçim yaparken hangi işaretlere bakmalıyım?
12	Türkçeden İngilizceye çevirirken Used-to family seçimini nasıl yaparım?
12	Used-to family için bana kısa bir karar mantığı ver; hangi durumda hangisine yönelmeliyim?
